,training_acc,val_acc,training_loss,val_loss
0,0.05155555531382561,0.06405694037675858,3.0462892055511475,3.0426955223083496
1,0.0560000017285347,0.06405694037675858,3.045844316482544,3.0406107902526855
2,0.06311111152172089,0.049822062253952026,3.0406150817871094,3.0328683853149414
3,0.07555555552244186,0.18861210346221924,2.9920647144317627,2.870476722717285
4,0.17777778208255768,0.2277580052614212,2.697767734527588,2.4002649784088135
5,0.2782222330570221,0.4021352231502533,2.3116097450256348,2.1262409687042236
6,0.40444445610046387,0.47330960631370544,1.9722113609313965,1.7276605367660522
7,0.46666666865348816,0.5480427145957947,1.7313733100891113,1.4583086967468262
8,0.5644444227218628,0.6405693888664246,1.4155364036560059,1.2141326665878296
9,0.6506666541099548,0.690391480922699,1.1226487159729004,1.0797703266143799
10,0.6933333277702332,0.708185076713562,0.9724655151367188,1.0227750539779663
11,0.7271111011505127,0.7615658640861511,0.8097970485687256,0.8281875848770142
12,0.7733333110809326,0.7615658640861511,0.7157848477363586,0.7922902703285217
13,0.7875555753707886,0.7935943007469177,0.6312278509140015,0.7059127688407898
14,0.8399999737739563,0.8007117509841919,0.5038148760795593,0.7840988039970398
15,0.8257777690887451,0.8434163928031921,0.514035165309906,0.5359939932823181
16,0.874666690826416,0.8113878965377808,0.3761143982410431,0.6286715865135193
17,0.8693333268165588,0.8220640420913696,0.41586166620254517,0.6145174503326416
18,0.8844444155693054,0.8505337834358215,0.34772536158561707,0.5000510215759277
19,0.913777768611908,0.8469750881195068,0.2703307867050171,0.47802385687828064
20,0.9191111326217651,0.8896797299385071,0.2210603505373001,0.3872111141681671
21,0.9324444532394409,0.8790035843849182,0.21281698346138,0.4203944504261017
22,0.9386666417121887,0.8754448294639587,0.2197239249944687,0.41104695200920105
23,0.9235555529594421,0.8505337834358215,0.21494846045970917,0.4383900463581085
24,0.9279999732971191,0.9039145708084106,0.22964569926261902,0.39888107776641846
25,0.9537777900695801,0.8967971801757812,0.15685495734214783,0.3707778751850128
26,0.9466666579246521,0.9074733257293701,0.1569778323173523,0.37996038794517517
27,0.9457777738571167,0.8790035843849182,0.17738059163093567,0.3785473108291626
28,0.9511111378669739,0.8683273792266846,0.14265678822994232,0.4705539047718048
29,0.9484444260597229,0.8932384252548218,0.17836834490299225,0.34208938479423523
30,0.9688888788223267,0.8896797299385071,0.09168019145727158,0.4256660044193268
31,0.9608888626098633,0.8896797299385071,0.1403917670249939,0.37333452701568604
32,0.9662222266197205,0.8896797299385071,0.09984602779150009,0.41628164052963257
33,0.9671111106872559,0.900355875492096,0.102969229221344,0.37380048632621765
34,0.9653333425521851,0.8790035843849182,0.14405079185962677,0.4508356750011444
35,0.9564444422721863,0.9074733257293701,0.14359235763549805,0.31038618087768555
36,0.9679999947547913,0.900355875492096,0.09454423189163208,0.35716262459754944
37,0.9653333425521851,0.9074733257293701,0.11820507794618607,0.3042561411857605
38,0.9742222428321838,0.9145907759666443,0.08647617697715759,0.29216763377189636
39,0.97688889503479,0.9323843121528625,0.0650109201669693,0.3092249035835266
40,0.9706666469573975,0.900355875492096,0.09136924892663956,0.4106186032295227
41,0.9520000219345093,0.918149471282959,0.13374024629592896,0.2815990149974823
42,0.9653333425521851,0.9288256168365479,0.11376011371612549,0.24383659660816193
43,0.9786666631698608,0.9288256168365479,0.058185044676065445,0.3243899941444397
44,0.9582222104072571,0.8896797299385071,0.1443774253129959,0.3563710153102875
45,0.9662222266197205,0.9288256168365479,0.07732470333576202,0.2907636761665344
46,0.9733333587646484,0.9217081665992737,0.08511698246002197,0.24155013263225555
47,0.984000027179718,0.9252669215202332,0.06113196536898613,0.2939675450325012
48,0.9751111268997192,0.9323843121528625,0.0868736281991005,0.2688964009284973
49,0.9848889112472534,0.9145907759666443,0.05270615592598915,0.3241623044013977
