,training_acc,val_acc,training_loss,val_loss
0,0.04444444552063942,0.0569395013153553,3.0494894981384277,3.043064832687378
1,0.058666665107011795,0.07473309338092804,3.0416622161865234,3.04045033454895
2,0.07022222131490707,0.07473309338092804,2.9763717651367188,2.919830560684204
3,0.1128888875246048,0.23487544059753418,2.789113759994507,2.5778274536132812
4,0.24622222781181335,0.3487544357776642,2.401796340942383,2.184631109237671
5,0.35288888216018677,0.41281139850616455,2.064239740371704,1.8498719930648804
6,0.42844444513320923,0.4270462691783905,1.8132448196411133,1.9194867610931396
7,0.5440000295639038,0.5693950057029724,1.4482539892196655,1.440355896949768
8,0.5688889026641846,0.6049821972846985,1.3150522708892822,1.3781890869140625
9,0.644444465637207,0.5658363103866577,1.0707347393035889,1.4177310466766357
10,0.7031111121177673,0.6476868391036987,0.9424157738685608,1.1086279153823853
11,0.7306666374206543,0.7188612222671509,0.8629353642463684,0.9509142637252808
12,0.7546666860580444,0.6583629846572876,0.7687405347824097,1.1966896057128906
13,0.7822222113609314,0.7971529960632324,0.675037145614624,0.7406730651855469
14,0.8293333053588867,0.7295373678207397,0.5269182324409485,0.9553410410881042
15,0.8204444646835327,0.8078292012214661,0.5358086228370667,0.6767625212669373
16,0.874666690826416,0.7971529960632324,0.410662978887558,0.7281265258789062
17,0.879111111164093,0.790035605430603,0.38812634348869324,0.718653678894043
18,0.8764444589614868,0.8683273792266846,0.36132559180259705,0.48316362500190735
19,0.902222216129303,0.8291814923286438,0.30568844079971313,0.650510311126709
20,0.9315555691719055,0.8505337834358215,0.22820568084716797,0.5790526866912842
21,0.9217777848243713,0.8113878965377808,0.23855534195899963,0.709496021270752
22,0.909333348274231,0.790035605430603,0.2905639111995697,0.6714419722557068
23,0.9164444208145142,0.7651245594024658,0.2511083781719208,0.8042699098587036
24,0.9208889007568359,0.8149465918540955,0.21713803708553314,0.6753593683242798
25,0.9413333535194397,0.8790035843849182,0.1713116616010666,0.4374289810657501
26,0.9324444532394409,0.7935943007469177,0.19526486098766327,0.7147409319877625
27,0.9484444260597229,0.8612099885940552,0.15967899560928345,0.491047203540802
28,0.9511111378669739,0.790035605430603,0.15575875341892242,0.7544089555740356
29,0.9146666526794434,0.8505337834358215,0.27497947216033936,0.5561965703964233
30,0.9484444260597229,0.8434163928031921,0.1607648879289627,0.5813475847244263
31,0.9626666903495789,0.8754448294639587,0.13729701936244965,0.4856278598308563
32,0.9537777900695801,0.8612099885940552,0.1315787136554718,0.5443543791770935
33,0.9457777738571167,0.8790035843849182,0.1754826456308365,0.45077529549598694
34,0.9706666469573975,0.8861209750175476,0.07732474058866501,0.453518271446228
35,0.9555555582046509,0.8505337834358215,0.13957850635051727,0.5362769365310669
36,0.9573333263397217,0.8505337834358215,0.14067929983139038,0.5359793901443481
37,0.9742222428321838,0.8861209750175476,0.09097600728273392,0.44333595037460327
38,0.9671111106872559,0.8790035843849182,0.08914613723754883,0.4492430090904236
39,0.9617778062820435,0.8967971801757812,0.11496472358703613,0.43501558899879456
40,0.9644444584846497,0.8967971801757812,0.11380507797002792,0.41139543056488037
41,0.9502221941947937,0.8683273792266846,0.17790915071964264,0.43415117263793945
42,0.9688888788223267,0.8825622797012329,0.10575982183218002,0.41446012258529663
43,0.9697777628898621,0.8505337834358215,0.10006419569253922,0.4716697037220001
44,0.9742222428321838,0.8896797299385071,0.07176032662391663,0.43744957447052
45,0.981333315372467,0.8825622797012329,0.04802153632044792,0.5541515946388245
46,0.981333315372467,0.8790035843849182,0.05678817257285118,0.5861159563064575
47,0.9715555310249329,0.8647686839103699,0.08491368591785431,0.5674505233764648
48,0.9760000109672546,0.8861209750175476,0.07334621250629425,0.5239587426185608
49,0.9848889112472534,0.9074733257293701,0.05271909013390541,0.5026576519012451
