,training_acc,val_acc,training_loss,val_loss
0,0.052444443106651306,0.06049821898341179,3.049790143966675,3.0433502197265625
1,0.05955555662512779,0.06049821898341179,3.043774366378784,3.042462110519409
2,0.06222222372889519,0.06049821898341179,3.042306423187256,3.041315793991089
3,0.0560000017285347,0.06049821898341179,3.0420334339141846,3.0405495166778564
4,0.06222222372889519,0.06049821898341179,3.0409247875213623,3.039423704147339
5,0.04977777600288391,0.06049821898341179,3.0390329360961914,3.0237526893615723
6,0.06222222372889519,0.08896797150373459,3.00907039642334,2.968945026397705
7,0.09955555200576782,0.0854092538356781,2.9227778911590576,3.0048882961273193
8,0.14577777683734894,0.2028469741344452,2.8103716373443604,2.7548956871032715
9,0.18577778339385986,0.24555160105228424,2.575376272201538,2.3691983222961426
10,0.24355556070804596,0.2028469741344452,2.324993848800659,2.4170031547546387
11,0.3217777907848358,0.38790035247802734,2.0990662574768066,1.966485619544983
12,0.3955555558204651,0.44483986496925354,1.8648836612701416,1.7708547115325928
13,0.456888884305954,0.5444839596748352,1.6324310302734375,1.5229045152664185
14,0.532444417476654,0.5266903638839722,1.3742740154266357,1.43677818775177
15,0.581333339214325,0.608540952205658,1.2101378440856934,1.1833664178848267
16,0.6666666865348816,0.6654804348945618,0.9954805970191956,0.9508454203605652
17,0.7084444165229797,0.7402135133743286,0.8443517684936523,0.7823740243911743
18,0.7546666860580444,0.690391480922699,0.7475889921188354,0.8615665435791016
19,0.8097777962684631,0.6832740306854248,0.5828960537910461,0.8838424682617188
20,0.8240000009536743,0.7793594598770142,0.4896521270275116,0.6760688424110413
21,0.8391110897064209,0.8078292012214661,0.4501434862613678,0.5768548846244812
22,0.874666690826416,0.8220640420913696,0.3577100336551666,0.531975507736206
23,0.8764444589614868,0.7971529960632324,0.3578963279724121,0.5828942656517029
24,0.9208889007568359,0.8647686839103699,0.25513318181037903,0.4350711405277252
25,0.8986666798591614,0.8825622797012329,0.3193705379962921,0.4564652144908905
26,0.9351111054420471,0.8469750881195068,0.18378852307796478,0.4979577660560608
27,0.897777795791626,0.836298942565918,0.3106987774372101,0.5879672765731812
28,0.9297778010368347,0.8576512336730957,0.2235480546951294,0.4287005662918091
29,0.9395555257797241,0.8825622797012329,0.17661459743976593,0.37459003925323486
30,0.9626666903495789,0.8576512336730957,0.1219395324587822,0.41527169942855835
31,0.9297778010368347,0.8754448294639587,0.19723914563655853,0.4460411071777344
32,0.9626666903495789,0.8754448294639587,0.10947325825691223,0.38066214323043823
33,0.9573333263397217,0.8825622797012329,0.1457912027835846,0.33938053250312805
34,0.9511111378669739,0.871886134147644,0.1588035672903061,0.38470879197120667
35,0.9431111216545105,0.8754448294639587,0.17358838021755219,0.3721594214439392
36,0.9599999785423279,0.8967971801757812,0.11391456425189972,0.3208036720752716
37,0.9493333101272583,0.9039145708084106,0.15565499663352966,0.2933295965194702
38,0.9751111268997192,0.8790035843849182,0.0758909210562706,0.3627433776855469
39,0.9635555744171143,0.8932384252548218,0.0941646471619606,0.34220799803733826
40,0.9546666741371155,0.871886134147644,0.1496487408876419,0.3869214951992035
41,0.9671111106872559,0.9110320210456848,0.0854320079088211,0.2475927174091339
42,0.9804444313049316,0.8861209750175476,0.06775768846273422,0.368889719247818
43,0.9742222428321838,0.8825622797012329,0.07405084371566772,0.4109092354774475
44,0.9724444150924683,0.9145907759666443,0.09801621735095978,0.2867407202720642
45,0.9733333587646484,0.9252669215202332,0.06263624876737595,0.2700187563896179
46,0.9697777628898621,0.9039145708084106,0.10333792865276337,0.2659872770309448
47,0.981333315372467,0.9074733257293701,0.07185962051153183,0.2785138189792633
48,0.9733333587646484,0.9110320210456848,0.09362231940031052,0.28877007961273193
49,0.9777777791023254,0.8790035843849182,0.09075267612934113,0.464185506105423
